CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn,ChurnFlag,AgeDataQualityFlag,TenureDataQualityFlag,AgeGroup,TenureSegment,MonthlyChargeBand,AnnualRevenue,ActualMonthlyRevenueLost,ActualAnnualRevenueLost,CustomerLifecycleStage,ChurnProbability,RiskBand,MonthlyRevenueAtRisk,AnnualRevenueAtRisk,MonthlyChargesNormalized,TotalChargesNormalized,TenureNormalized,CustomerValueScore,ValueTier,RetentionPriorityScore,RetentionPriorityRank,PriorityTier,RecommendedAction,InterventionCost,ExpectedSuccessRate,ExpectedRevenueProtected,ExpectedNetBenefit,ExpectedROI,CampaignRank,CumulativeCampaignCost,CampaignRiskTier,CumulativeExpectedRevenueProtected,CumulativeExpectedNetBenefit
985,44,Male,12,44.64,Two-Year,No Internet,535.6800000000001,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,535.6800000000001,44.64,535.6800000000001,Developing,0.9985714285714286,Critical,44.57622857142857,534.9147428571429,0.16273899510893736,0.04314346118997282,0.09836065573770492,0.10478597339449165,Low Value,0.6410572465006538,664,High Priority,Complimentary Tech Support,20,0.15,80.23721142857143,60.23721142857143,3.0118605714285716,436,15000,High,79941.96847636365,64941.968476363625
116,48,Male,3,41.71,Month-to-Month,DSL,125.13,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,500.52,41.71,500.52,New,1.0,Critical,41.71,500.52,0.1301689639839929,0.010077922077922078,0.02459016393442623,0.061742399304476454,Low Value,0.6246969597217905,723,High Priority,Contract Upgrade Offer,40,0.2,100.104,60.104,1.5026,437,15040,Critical,80042.07247636365,65002.072476363624
771,52,Male,0,41.34,Month-to-Month,Fiber Optic,0.0,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,496.08000000000004,41.34,496.08000000000004,New,0.9975203252032521,Critical,41.23749024390244,494.8498829268293,0.1260560248999556,0.0,0.0,0.05042240995998224,Low Value,0.6186811591059441,748,High Priority,Contract Upgrade Offer,40,0.2,98.96997658536587,58.96997658536587,1.4742494146341467,438,15080,High,80141.04245294903,65061.04245294899
465,43,Male,3,40.79,Month-to-Month,No Internet,122.37,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,489.48,40.79,489.48,New,1.0,Critical,40.79,489.48,0.11994219653179194,0.00985563273935367,0.02459016393442623,0.05757389105509712,Low Value,0.6230295564220388,732,High Priority,Contract Upgrade Offer,40,0.2,97.89600000000002,57.896000000000015,1.4474000000000005,439,15120,Critical,80238.93845294902,65118.93845294899
493,45,Male,60,40.68,Month-to-Month,No Internet,2440.8,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Low,488.15999999999997,40.68,488.15999999999997,Loyal,1.0,Critical,40.68,488.15999999999997,0.11871943085815923,0.19658109332527937,0.49180327868852464,0.23924197467924263,Moderate Value,0.695696789871697,433,High Priority,Contract Upgrade Offer,40,0.2,97.632,57.632000000000005,1.4408,440,15160,Critical,80336.57045294902,65176.57045294899
542,33,Male,0,40.68,Month-to-Month,Fiber Optic,0.0,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Low,488.15999999999997,40.68,488.15999999999997,New,0.9970387596899225,Critical,40.55953674418605,486.71444093023257,0.11871943085815923,0.0,0.0,0.04748777234326369,Low Value,0.617218364751259,754,High Priority,Contract Upgrade Offer,40,0.2,97.34288818604652,57.34288818604652,1.433572204651163,441,15200,High,80433.91334113506,65233.913341135034
474,58,Male,22,40.49,Month-to-Month,No Internet,890.7800000000001,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Low,485.88,40.49,485.88,Developing,1.0,Critical,40.49,485.88,0.11660738105824814,0.07174307862679956,0.18032786885245902,0.11683499715579385,Low Value,0.6467339988623175,636,High Priority,Contract Upgrade Offer,40,0.2,97.176,57.176,1.4294,442,15240,Critical,80531.08934113507,65291.08934113503
556,40,Female,5,40.47,Month-to-Month,No Internet,202.35,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,485.64,40.47,485.64,New,1.0,Critical,40.47,485.64,0.11638506002667853,0.01629719118091211,0.04098360655737705,0.06250394256333491,Low Value,0.625001577025334,721,High Priority,Contract Upgrade Offer,40,0.2,97.128,57.128,1.4282,443,15280,Critical,80628.21734113507,65348.21734113503
965,44,Female,4,40.36,Month-to-Month,DSL,161.44,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,484.32,40.36,484.32,New,1.0,Critical,40.36,484.32,0.11516229435304581,0.013002315513943421,0.03278688524590164,0.058812449482573935,Low Value,0.6235249797930296,728,High Priority,Contract Upgrade Offer,40,0.2,96.864,56.864000000000004,1.4216000000000002,444,15320,Critical,80725.08134113507,65405.08134113503
378,46,Female,4,40.04,Month-to-Month,Fiber Optic,160.16,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,480.48,40.04,480.48,New,0.9975203252032521,Critical,39.94071382113821,479.2885658536585,0.11160515784793246,0.012899224806201549,0.03278688524590164,0.057353513132818945,Low Value,0.6214536003750788,739,High Priority,Contract Upgrade Offer,40,0.2,95.8577131707317,55.8577131707317,1.3964428292682924,445,15360,High,80820.9390543058,65460.93905430577
791,49,Male,10,41.79,One-Year,No Internet,417.9,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Low,501.48,41.79,501.48,Developing,1.0,Critical,41.79,501.48,0.13105824811027128,0.03365750528541226,0.0819672131147541,0.08469522937269133,Low Value,0.6338780917490765,690,High Priority,Complimentary Tech Support,20,0.15,75.222,55.221999999999994,2.7611,446,15380,Critical,80896.16105430579,65516.16105430577
569,26,Female,11,39.53,Month-to-Month,No Internet,434.83,No,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Low,474.36,39.53,474.36,Developing,1.0,Critical,39.53,474.36,0.10593597154290801,0.03502104097452934,0.09016393442622951,0.07717273656480586,Low Value,0.6308690946259223,698,High Priority,Contract Upgrade Offer,40,0.2,94.87200000000001,54.872000000000014,1.3718000000000004,447,15420,Critical,80991.0330543058,65571.03305430576
891,53,Female,8,41.55,One-Year,No Internet,332.4,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Low,498.59999999999997,41.55,498.59999999999997,Developing,1.0,Critical,41.55,498.59999999999997,0.12839039573143618,0.026771368166717,0.06557377049180328,0.07711957977387625,Low Value,0.6308478319095505,699,High Priority,Complimentary Tech Support,20,0.15,74.78999999999999,54.78999999999999,2.7394999999999996,448,15440,Critical,81065.82305430579,65625.82305430576
490,53,Female,5,39.4,Month-to-Month,No Internet,197.0,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,472.79999999999995,39.4,472.79999999999995,New,1.0,Critical,39.4,472.79999999999995,0.10449088483770569,0.01586630423839726,0.04098360655737705,0.05759546205786559,Low Value,0.6230381848231462,731,High Priority,Contract Upgrade Offer,40,0.2,94.56,54.56,1.364,449,15480,Critical,81160.38305430578,65680.38305430576
293,39,Male,5,41.34,One-Year,No Internet,206.7,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,496.08000000000004,41.34,496.08000000000004,New,1.0,Critical,41.34,496.08000000000004,0.1260560248999556,0.01664753850800362,0.04098360655737705,0.06649495007712777,Low Value,0.6265979800308511,714,High Priority,Complimentary Tech Support,20,0.15,74.412,54.412000000000006,2.7206,450,15500,Critical,81234.79505430578,65734.79505430575
983,35,Female,8,41.41,Two-Year,No Internet,331.28,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,496.91999999999996,41.41,496.91999999999996,Developing,0.9979999999999999,Critical,41.32717999999999,495.92615999999987,0.1268341485104491,0.026681163797442866,0.06557377049180328,0.07646550935623547,Low Value,0.6293862037424941,707,High Priority,Complimentary Tech Support,20,0.15,74.38892399999997,54.388923999999975,2.719446199999999,451,15520,High,81309.18397830578,65789.18397830575
907,31,Male,4,41.3,One-Year,No Internet,165.2,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Low,495.59999999999997,41.3,495.59999999999997,New,1.0,Critical,41.3,495.59999999999997,0.1256113828368164,0.013305144467935164,0.03278688524590164,0.06309807500997927,Low Value,0.6252392300039917,719,High Priority,Complimentary Tech Support,20,0.15,74.33999999999999,54.33999999999999,2.7169999999999996,452,15540,Critical,81383.52397830578,65843.52397830575
770,63,Female,6,39.26,Month-to-Month,No Internet,235.56,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Low,471.12,39.26,471.12,New,1.0,Critical,39.26,471.12,0.10293463761671856,0.01897191180912111,0.04918032786885246,0.06010910614709293,Low Value,0.6240436424588371,727,High Priority,Contract Upgrade Offer,40,0.2,94.224,54.224000000000004,1.3556000000000001,453,15580,Critical,81477.74797830578,65897.74797830575
634,40,Male,9,40.83,Two-Year,No Internet,367.47,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,489.96,40.83,489.96,Developing,1.0,Critical,40.83,489.96,0.1203868385949311,0.02959589247961341,0.07377049180327869,0.0769559207566568,Low Value,0.6307823683026627,700,High Priority,Complimentary Tech Support,20,0.15,73.494,53.494,2.6747,454,15600,Critical,81551.24197830578,65951.24197830576
952,48,Female,10,40.84,Two-Year,No Internet,408.4,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Low,490.08000000000004,40.84,490.08000000000004,Developing,0.9979999999999999,Critical,40.75832,489.09984,0.12049799911071596,0.03289237893889056,0.0819672131147541,0.08020333555158661,Low Value,0.6308813342206345,697,High Priority,Complimentary Tech Support,20,0.15,73.364976,53.364976,2.6682487999999998,455,15620,High,81624.60695430578,66004.60695430575
872,37,Male,2,38.55,Month-to-Month,No Internet,77.1,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,462.59999999999997,38.55,462.59999999999997,New,1.0,Critical,38.55,462.59999999999997,0.09504224099599823,0.006209604349139232,0.01639344262295082,0.044288618576335724,Low Value,0.6177154474305343,750,High Priority,Contract Upgrade Offer,40,0.2,92.52,52.519999999999996,1.313,456,15660,Critical,81717.12695430579,66057.12695430576
83,59,Male,11,37.95,Month-to-Month,No Internet,417.4500000000001,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Low,455.40000000000003,37.95,455.40000000000003,Developing,1.0,Critical,37.95,455.40000000000003,0.08837261004891067,0.033621262458471766,0.09016393442622951,0.06965746948658677,Low Value,0.6278629877946347,710,High Priority,Contract Upgrade Offer,40,0.2,91.08000000000001,51.08000000000001,1.2770000000000004,457,15700,Critical,81808.20695430579,66108.20695430576
320,43,Female,2,37.83,Month-to-Month,No Internet,75.66,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,453.96,37.83,453.96,New,1.0,Critical,37.83,453.96,0.0870386838594931,0.006093627302929628,0.01639344262295082,0.04104660375556031,Low Value,0.6164186415022241,758,High Priority,Contract Upgrade Offer,40,0.2,90.792,50.792,1.2698,458,15740,Critical,81898.99895430579,66158.99895430576
502,64,Male,19,39.29,One-Year,No Internet,746.51,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Low,471.48,39.29,471.48,Developing,1.0,Critical,39.29,471.48,0.10326811916407297,0.06012362830967482,0.1557377049180328,0.10128494380352357,Low Value,0.6405139775214094,666,High Priority,Complimentary Tech Support,20,0.15,70.722,50.721999999999994,2.5361,459,15760,Critical,81969.72095430578,66209.72095430575
195,46,Male,6,37.61,Month-to-Month,DSL,225.66,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,451.32,37.61,451.32,New,1.0,Critical,37.61,451.32,0.08459315251222765,0.018174569616430082,0.04918032786885246,0.052493442337854704,Low Value,0.6209973769351419,742,High Priority,Contract Upgrade Offer,40,0.2,90.26400000000001,50.26400000000001,1.2566000000000002,460,15800,Critical,82059.98495430578,66259.98495430575
649,42,Female,28,39.02,One-Year,No Internet,1092.5600000000002,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Low,468.24,39.02,468.24,Established,1.0,Critical,39.02,468.24,0.10026678523788357,0.08799436222692038,0.22950819672131148,0.12828179005490342,Low Value,0.6513127160219614,618,High Priority,Complimentary Tech Support,20,0.15,70.236,50.236000000000004,2.5118,461,15820,Critical,82130.22095430578,66310.22095430575
866,41,Female,0,37.66,Month-to-Month,Fiber Optic,0.0,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,451.91999999999996,37.66,451.91999999999996,New,0.9975203252032521,Critical,37.56661544715447,450.7993853658536,0.08514895509115161,0.0,0.0,0.034059582036460645,Low Value,0.6121360279365354,780,High Priority,Contract Upgrade Offer,40,0.2,90.15987707317072,50.15987707317072,1.2539969268292679,462,15860,High,82220.38083137895,66360.38083137892
251,32,Female,1,37.45,Month-to-Month,DSL,37.45,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Low,449.40000000000003,37.45,449.40000000000003,New,0.9971111111111111,Critical,37.34181111111111,448.10173333333336,0.08281458425967103,0.0030162085976039466,0.00819672131147541,0.03623068704089865,Low Value,0.6127589414830261,774,High Priority,Contract Upgrade Offer,40,0.2,89.62034666666668,49.62034666666668,1.240508666666667,463,15900,High,82310.00117804561,66410.00117804558
802,39,Female,2,37.34,Month-to-Month,No Internet,74.68,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,448.08000000000004,37.34,448.08000000000004,New,1.0,Critical,37.34,448.08000000000004,0.08159181858603831,0.00601469847981476,0.01639344262295082,0.038840232558088196,Low Value,0.6155360930232353,759,High Priority,Contract Upgrade Offer,40,0.2,89.61600000000001,49.616000000000014,1.2404000000000004,464,15940,Critical,82399.6171780456,66459.61717804558
106,49,Male,1,38.54,One-Year,No Internet,38.54,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,462.48,38.54,462.48,New,1.0,Critical,38.54,462.48,0.09493108048021343,0.003103996778415383,0.00819672131147541,0.04110801139239961,Low Value,0.6164432045569598,757,High Priority,Complimentary Tech Support,20,0.15,69.372,49.372,2.4686,465,15960,Critical,82468.98917804561,66508.98917804558
560,40,Male,14,36.91,Month-to-Month,No Internet,516.74,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Low,442.91999999999996,36.91,442.91999999999996,Developing,1.0,Critical,36.91,442.91999999999996,0.07681191640729212,0.041618040873854824,0.11475409836065574,0.07397960545892998,Low Value,0.629591842183572,704,High Priority,Contract Upgrade Offer,40,0.2,88.584,48.584,1.2146000000000001,466,16000,Critical,82557.57317804561,66557.57317804558
2,43,Male,0,36.67,Month-to-Month,Fiber Optic,0.0,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,440.04,36.67,440.04,New,0.9975203252032521,Critical,36.579070325203254,438.9488439024391,0.07414406402845714,0.0,0.0,0.029657625611382854,Low Value,0.6103752453665043,788,High Priority,Contract Upgrade Offer,40,0.2,87.78976878048782,47.78976878048782,1.1947442195121956,467,16040,High,82645.3629468261,66605.36294682608
221,68,Female,0,37.66,One-Year,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,65+,0-6 Months,Low,451.91999999999996,37.66,451.91999999999996,New,1.0,Critical,37.66,451.91999999999996,0.08514895509115161,0.0,0.0,0.034059582036460645,Low Value,0.6136238328145842,770,High Priority,Complimentary Tech Support,20,0.15,67.788,47.788,2.3893999999999997,468,16060,Critical,82713.1509468261,66653.15094682608
223,51,Male,23,36.39,Month-to-Month,DSL,836.97,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Low,436.68,36.39,436.68,Developing,1.0,Critical,36.39,436.68,0.07103156958648293,0.06740924192086983,0.18852459016393444,0.09913701004788122,Low Value,0.6396548040191524,673,High Priority,Contract Upgrade Offer,40,0.2,87.33600000000001,47.33600000000001,1.1834000000000002,469,16100,Critical,82800.4869468261,66700.48694682607
737,47,Male,27,37.31,One-Year,No Internet,1007.37,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,447.72,37.31,447.72,Established,1.0,Critical,37.31,447.72,0.0812583370386839,0.08113319238900635,0.2213114754098361,0.11622782100408481,Low Value,0.6464911284016339,639,High Priority,Complimentary Tech Support,20,0.15,67.158,47.158,2.3579,470,16120,Critical,82867.6449468261,66747.64494682607
554,47,Female,8,36.16,Month-to-Month,Fiber Optic,289.28,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Low,433.91999999999996,36.16,433.91999999999996,Developing,0.9975203252032521,Critical,36.070334959349594,432.84401951219513,0.06847487772343264,0.023298499949662738,0.06557377049180328,0.05193786869470583,Low Value,0.6192873425998335,746,High Priority,Contract Upgrade Offer,40,0.2,86.56880390243903,46.56880390243903,1.1642200975609758,471,16160,High,82954.21375072854,66794.21375072851
105,43,Male,8,36.05,Month-to-Month,DSL,288.4,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,432.59999999999997,36.05,432.59999999999997,Developing,1.0,Critical,36.05,432.59999999999997,0.06725211204979992,0.023227625088090204,0.06557377049180328,0.051423956223702355,Low Value,0.6205695824894809,743,High Priority,Contract Upgrade Offer,40,0.2,86.52,46.519999999999996,1.1629999999999998,472,16200,Critical,83040.73375072854,66840.73375072851
216,52,Female,42,36.03,Month-to-Month,No Internet,1513.26,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,432.36,36.03,432.36,Established,1.0,Critical,36.03,432.36,0.06702979101823037,0.12187737843551796,0.3442622950819672,0.15553457263021525,Low Value,0.662213829052086,570,High Priority,Contract Upgrade Offer,40,0.2,86.47200000000001,46.47200000000001,1.1618000000000002,473,16240,Critical,83127.20575072854,66887.2057507285
817,47,Male,25,36.25,One-Year,No Internet,906.25,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,435.0,36.25,435.0,Established,1.0,Critical,36.25,435.0,0.0694753223654958,0.07298902647739856,0.20491803278688525,0.10456579641000913,Low Value,0.6418263185640036,659,High Priority,Complimentary Tech Support,20,0.15,65.25,45.25,2.2625,474,16260,Critical,83192.45575072854,66932.4557507285
714,48,Female,1,35.1,Month-to-Month,DSL,35.1,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,421.20000000000005,35.1,421.20000000000005,New,1.0,Critical,35.1,421.20000000000005,0.056691863050244595,0.002826940501359106,0.00819672131147541,0.025715354723442378,Low Value,0.6102861418893769,789,High Priority,Contract Upgrade Offer,40,0.2,84.24000000000001,44.24000000000001,1.1060000000000003,475,16300,Critical,83276.69575072854,66976.69575072851
914,60,Female,18,35.13,Month-to-Month,DSL,632.34,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Low,421.56000000000006,35.13,421.56000000000006,Developing,0.9976190476190476,Critical,35.04635714285715,420.55628571428576,0.057025344597599004,0.05092842041679251,0.14754098360655737,0.07752033088655633,Low Value,0.629579560926051,705,High Priority,Contract Upgrade Offer,40,0.2,84.11125714285716,44.111257142857156,1.1027814285714288,476,16340,High,83360.8070078714,67020.80700787136
988,53,Male,42,35.27,Two-Year,No Internet,1481.34,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,423.24,35.27,423.24,Established,1.0,Critical,35.27,423.24,0.058581591818586076,0.11930655391120507,0.3442622950819672,0.15125550436684798,Low Value,0.6605022017467391,579,High Priority,Complimentary Tech Support,20,0.15,63.486,43.486,2.1742999999999997,477,16360,Critical,83424.2930078714,67064.29300787137
448,35,Male,3,35.0,Two-Year,No Internet,105.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,420.0,35.0,420.0,New,1.0,Critical,35.0,420.0,0.05558025789239662,0.008456659619450317,0.02459016393442623,0.031339475007372816,Low Value,0.6125357900029491,777,High Priority,Complimentary Tech Support,20,0.15,63.0,43.0,2.15,478,16380,Critical,83487.2930078714,67107.29300787137
663,44,Female,6,34.56,Month-to-Month,No Internet,207.36,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,414.72,34.56,414.72,New,1.0,Critical,34.56,414.72,0.050689195197865744,0.016700694654183026,0.04918032786885246,0.03841600317532347,Low Value,0.6153664012701293,761,High Priority,Contract Upgrade Offer,40,0.2,82.94400000000002,42.94400000000002,1.0736000000000003,479,16420,Critical,83570.2370078714,67150.23700787137
812,40,Female,0,34.54,Month-to-Month,DSL,0.0,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,414.48,34.54,414.48,New,1.0,Critical,34.54,414.48,0.05046687416629614,0.0,0.0,0.020186749666518455,Low Value,0.6080746998666073,792,High Priority,Contract Upgrade Offer,40,0.2,82.89600000000002,42.896000000000015,1.0724000000000005,480,16460,Critical,83653.1330078714,67193.13300787137
367,47,Female,4,34.52,Month-to-Month,No Internet,138.08,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,414.24,34.52,414.24,New,1.0,Critical,34.52,414.24,0.05024455313472659,0.011120910097654285,0.03278688524590164,0.03218686109954504,Low Value,0.612874744439818,772,High Priority,Contract Upgrade Offer,40,0.2,82.84800000000001,42.84800000000001,1.0712000000000004,481,16500,Critical,83735.98100787139,67235.98100787136
794,32,Male,5,34.05,Month-to-Month,DSL,170.25,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Low,408.59999999999997,34.05,408.59999999999997,New,0.9971111111111111,Critical,33.95163333333333,407.41959999999995,0.045020008892841246,0.013711869525823013,0.04098360655737705,0.03305305953051882,Low Value,0.6114878904788741,783,High Priority,Contract Upgrade Offer,40,0.2,81.48392,41.48392,1.0370979999999999,482,16540,High,83817.46492787139,67277.46492787136
921,55,Female,3,33.74,Month-to-Month,DSL,101.22,Yes,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Low,404.88,33.74,404.88,New,1.0,Critical,33.74,404.88,0.04157403290351269,0.008152219873150105,0.02459016393442623,0.025630431100614172,Low Value,0.6102521724402457,790,High Priority,Contract Upgrade Offer,40,0.2,80.976,40.976,1.0244,483,16580,Critical,83898.44092787139,67318.44092787136
207,50,Male,17,119.75,Month-to-Month,DSL,2035.75,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1437.0,119.75,1437.0,Developing,0.9906401205383765,Critical,118.62915443447058,1423.5498532136469,0.9976656291685195,0.16395852209805697,0.13934426229508198,0.49128779997549826,Top Value,0.7908991923132251,65,High Priority,Personalized Retention Email,2,0.03,42.706495596409404,40.706495596409404,20.353247798204702,484,16582,Medium,83941.1474234678,67359.14742346777
961,51,Female,23,119.8,Month-to-Month,Fiber Optic,2755.4,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1437.6,119.8,1437.6,Developing,0.9891754385964912,Critical,118.50321754385963,1422.0386105263156,0.9982214317474434,0.221918856337461,0.18852459016393444,0.5240913199580723,Top Value,0.8031417911411236,50,Immediate Action,Personalized Retention Email,2,0.03,42.661158315789464,40.661158315789464,20.330579157894732,485,16584,Medium,83983.8085817836,67399.80858178357
876,62,Male,6,118.86,One-Year,Fiber Optic,713.16,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Premium,1426.32,118.86,1426.32,New,0.9967236467236467,Critical,118.47057264957265,1421.6468717948717,0.9877723432636729,0.05743763213530655,0.04918032786885246,0.4275071905200396,Top Value,0.7690370642422037,109,High Priority,Personalized Retention Email,2,0.03,42.64940615384615,40.64940615384615,20.324703076923075,486,16586,Medium,84026.45798793744,67440.4579879374
136,60,Female,35,119.16,One-Year,DSL,4170.599999999999,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,Premium,1429.92,119.16,1429.92,Established,0.9908440170940169,Critical,118.06897307692306,1416.8276769230768,0.9911071587372167,0.33589852008456655,0.2868852459016394,0.5857286569998947,Top Value,0.8287978730563681,29,Immediate Action,Personalized Retention Email,2,0.03,42.5048303076923,40.5048303076923,20.25241515384615,487,16588,Medium,84068.96281824513,67480.9628182451
342,47,Male,28,33.61,One-Year,No Internet,941.08,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,403.32,33.61,403.32,Established,1.0,Critical,33.61,403.32,0.04012894619831037,0.07579422128259337,0.22950819672131148,0.09995660510855969,Low Value,0.6399826420434238,670,High Priority,Complimentary Tech Support,20,0.15,60.498,40.498,2.0248999999999997,488,16608,Critical,84129.46081824513,67521.4608182451
762,46,Male,1,33.61,Month-to-Month,Fiber Optic,33.61,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,403.32,33.61,403.32,New,0.9975203252032521,Critical,33.5266581300813,402.3198975609756,0.04012894619831037,0.002706936474378335,0.00819672131147541,0.019048186573225417,Low Value,0.6061314697512413,796,High Priority,Contract Upgrade Offer,40,0.2,80.46397951219512,40.463979512195124,1.0115994878048782,489,16648,High,84209.92479775732,67561.9247977573
278,38,Female,12,119.05,One-Year,Fiber Optic,1428.6,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Premium,1428.6,119.05,1428.6,Developing,0.9892222222222222,Critical,117.76690555555555,1413.2028666666665,0.9898843930635839,0.1150588945937783,0.09836065573770492,0.46081453426768226,Top Value,0.7778591470404063,90,High Priority,Personalized Retention Email,2,0.03,42.396086,40.396086,20.198043,490,16650,Medium,84252.32088375732,67602.32088375729
664,39,Female,32,33.55,One-Year,No Internet,1073.6,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Low,402.59999999999997,33.55,402.59999999999997,Established,1.0,Critical,33.55,402.59999999999997,0.039461983103601606,0.0864673311184939,0.26229508196721313,0.11162212962471679,Low Value,0.6446488518498867,647,High Priority,Complimentary Tech Support,20,0.15,60.38999999999999,40.38999999999999,2.0195,491,16670,Critical,84312.71088375732,67642.71088375729
618,52,Male,68,118.05,Month-to-Month,Fiber Optic,8027.4,Yes,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Premium,1416.6,118.05,1416.6,Loyal,0.9892030075187969,Critical,116.77541503759397,1401.3049804511277,0.9787683414851045,0.6465237088492902,0.5573770491803279,0.7571348969863754,Top Value,0.8963757633058282,4,Immediate Action,Personalized Retention Email,2,0.03,42.03914941353383,40.03914941353383,20.019574706766914,492,16672,Medium,84354.75003317086,67682.75003317083
510,36,Female,75,117.28,One-Year,DSL,8796.0,No,Yes,1,Expected Range,Expected Range,35-44,73+ Months,Premium,1407.3600000000001,117.28,1407.3600000000001,Loyal,0.995050505050505,Critical,116.69952323232323,1400.3942787878786,0.9702089817696755,0.7084264572636666,0.6147540983606558,0.7897213773403174,Top Value,0.9129188539664299,3,Immediate Action,Personalized Retention Email,2,0.03,42.01182836363636,40.01182836363636,20.00591418181818,493,16674,Medium,84396.7618615345,67722.76186153447
494,36,Female,105,118.25,Month-to-Month,DSL,12416.25,Yes,Yes,1,Expected Range,Expected Range,35-44,73+ Months,Premium,1419.0,118.25,1419.0,Loyal,0.9859842810075369,Critical,116.59264122914124,1399.1116947496948,0.9809915518008006,1.0,0.8606557377049181,0.9575605551465497,Top Value,0.9746147906631419,1,Immediate Action,Personalized Retention Email,2,0.03,41.973350842490845,39.973350842490845,19.986675421245423,494,16676,Medium,84438.735212377,67762.73521237697
772,39,Male,67,118.12,Month-to-Month,Fiber Optic,7914.04,Yes,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Premium,1417.44,118.12,1417.44,Loyal,0.9840657526168362,Critical,116.23784669910069,1394.8541603892081,0.9795464650955983,0.6373937380449008,0.5491803278688525,0.7522014763211677,Top Value,0.8913200420985687,6,Immediate Action,Personalized Retention Email,2,0.03,41.845624811676245,39.845624811676245,19.922812405838123,495,16678,Medium,84480.58083718867,67802.58083718864
