CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn,ChurnFlag,AgeDataQualityFlag,TenureDataQualityFlag,AgeGroup,TenureSegment,MonthlyChargeBand,AnnualRevenue,ActualMonthlyRevenueLost,ActualAnnualRevenueLost,CustomerLifecycleStage
328,52,Female,48,108.67,One-Year,No Internet,5216.16,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1304.04,108.67,1304.04,Established
329,51,Male,9,52.47,Two-Year,DSL,472.23,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Moderate,629.64,52.47,629.64,Developing
330,51,Female,66,53.69,One-Year,No Internet,3543.54,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Moderate,644.28,53.69,644.28,Loyal
331,44,Male,1,30.06,Month-to-Month,Fiber Optic,30.06,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,360.71999999999997,30.06,360.71999999999997,New
332,36,Female,23,108.36,One-Year,Fiber Optic,2492.28,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1300.32,108.36,1300.32,Developing
333,45,Male,13,101.33,One-Year,Fiber Optic,1317.29,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1215.96,101.33,1215.96,Developing
334,38,Male,9,86.46,One-Year,DSL,778.14,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,1037.52,86.46,1037.52,Developing
335,54,Female,20,97.52,Month-to-Month,No Internet,1950.4,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,1170.24,97.52,1170.24,Developing
336,43,Male,24,43.68,Month-to-Month,Fiber Optic,1048.32,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Low,524.16,43.68,524.16,Developing
337,36,Female,0,71.25,Two-Year,DSL,0.0,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,855.0,71.25,855.0,New
338,41,Female,3,61.61,Two-Year,DSL,184.83,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,739.3199999999999,61.61,739.3199999999999,New
339,49,Female,24,38.44,Month-to-Month,DSL,922.56,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Low,461.28,38.44,461.28,Developing
340,39,Male,21,73.75,Two-Year,DSL,1548.75,Yes,No,0,Expected Range,Expected Range,35-44,13-24 Months,Moderate,885.0,0.0,0.0,Developing
341,36,Male,67,112.87,Month-to-Month,Fiber Optic,7562.29,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Premium,1354.44,112.87,1354.44,Loyal
342,47,Male,28,33.61,One-Year,No Internet,941.08,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,403.32,33.61,403.32,Established
343,47,Female,60,56.23,One-Year,DSL,3373.7999999999997,Yes,No,0,Expected Range,Expected Range,45-54,49-72 Months,Moderate,674.76,0.0,0.0,Loyal
344,39,Female,24,48.68,Two-Year,DSL,1168.32,Yes,No,0,Expected Range,Expected Range,35-44,13-24 Months,Low,584.16,0.0,0.0,Developing
345,40,Female,7,51.43,Two-Year,Fiber Optic,360.01,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Moderate,617.16,51.43,617.16,Developing
346,47,Female,2,111.76,Month-to-Month,No Internet,223.52,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1341.1200000000001,111.76,1341.1200000000001,New
347,30,Female,30,72.13,Two-Year,Fiber Optic,2163.8999999999996,Yes,No,0,Expected Range,Expected Range,25-34,25-48 Months,Moderate,865.56,0.0,0.0,Established
348,30,Female,20,71.97,Month-to-Month,Fiber Optic,1439.4,No,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Moderate,863.64,71.97,863.64,Developing
349,37,Male,0,98.45,One-Year,Fiber Optic,0.0,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1181.4,98.45,1181.4,New
350,42,Female,8,43.9,One-Year,DSL,351.2,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,526.8,43.9,526.8,Developing
351,48,Male,62,73.85,One-Year,DSL,4578.7,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Moderate,886.1999999999999,73.85,886.1999999999999,Loyal
352,59,Female,13,68.7,Month-to-Month,No Internet,893.1,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Moderate,824.4000000000001,68.7,824.4000000000001,Developing
353,53,Female,11,83.72,Two-Year,Fiber Optic,920.92,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,High,1004.64,83.72,1004.64,Developing
354,43,Female,12,119.96,Month-to-Month,Fiber Optic,1439.52,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Premium,1439.52,119.96,1439.52,Developing
355,44,Male,4,99.25,Month-to-Month,No Internet,397.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1191.0,99.25,1191.0,New
356,34,Male,9,65.81,One-Year,Fiber Optic,592.29,No,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Moderate,789.72,65.81,789.72,Developing
357,44,Male,9,104.48,Month-to-Month,DSL,940.32,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Premium,1253.76,104.48,1253.76,Developing
358,42,Male,1,45.36,Two-Year,Fiber Optic,45.36,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,544.3199999999999,45.36,544.3199999999999,New
359,48,Male,29,32.74,Month-to-Month,DSL,949.46,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,392.88,32.74,392.88,Established
360,36,Female,10,48.4,Month-to-Month,DSL,484.0,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,580.8,48.4,580.8,Developing
361,50,Female,34,60.64,Two-Year,Fiber Optic,2061.76,Yes,No,0,Expected Range,Expected Range,45-54,25-48 Months,Moderate,727.6800000000001,0.0,0.0,Established
362,60,Male,37,75.95,One-Year,No Internet,2810.15,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,High,911.4000000000001,75.95,911.4000000000001,Established
363,43,Male,4,85.36,Month-to-Month,No Internet,341.44,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1024.32,85.36,1024.32,New
364,49,Male,21,111.95,One-Year,Fiber Optic,2350.9500000000003,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1343.4,111.95,1343.4,Developing
365,51,Female,12,75.89,One-Year,DSL,910.68,Yes,No,0,Expected Range,Expected Range,45-54,7-12 Months,High,910.6800000000001,0.0,0.0,Developing
366,40,Female,42,75.11,One-Year,DSL,3154.62,Yes,No,0,Expected Range,Expected Range,35-44,25-48 Months,High,901.3199999999999,0.0,0.0,Established
367,47,Female,4,34.52,Month-to-Month,No Internet,138.08,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,414.24,34.52,414.24,New
368,45,Female,22,33.14,Two-Year,Fiber Optic,729.08,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Low,397.68,33.14,397.68,Developing
369,45,Female,18,79.6,Two-Year,Fiber Optic,1432.8,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,955.1999999999999,79.6,955.1999999999999,Developing
370,37,Female,6,69.44,One-Year,No Internet,416.64,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,833.28,69.44,833.28,New
371,45,Male,2,105.53,Month-to-Month,No Internet,211.06,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1266.3600000000001,105.53,1266.3600000000001,New
372,49,Female,21,44.46,Two-Year,No Internet,933.66,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Low,533.52,44.46,533.52,Developing
373,59,Male,26,32.25,One-Year,DSL,838.5,Yes,No,0,Expected Range,Expected Range,55-64,25-48 Months,Low,387.0,0.0,0.0,Established
374,54,Female,7,70.41,One-Year,No Internet,492.87,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Moderate,844.92,70.41,844.92,Developing
375,66,Male,20,51.37,Month-to-Month,No Internet,1027.4,No,Yes,1,Expected Range,Expected Range,65+,13-24 Months,Moderate,616.4399999999999,51.37,616.4399999999999,Developing
376,37,Female,10,34.47,Two-Year,DSL,344.7,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,413.64,34.47,413.64,Developing
377,53,Female,24,95.21,One-Year,Fiber Optic,2285.04,Yes,No,0,Expected Range,Expected Range,45-54,13-24 Months,High,1142.52,0.0,0.0,Developing
378,46,Female,4,40.04,Month-to-Month,Fiber Optic,160.16,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,480.48,40.04,480.48,New
379,66,Female,44,84.75,Month-to-Month,No Internet,3729.0,No,Yes,1,Expected Range,Expected Range,65+,25-48 Months,High,1017.0,84.75,1017.0,Established
380,36,Male,6,55.29,Two-Year,DSL,331.74,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,663.48,55.29,663.48,New
381,36,Male,9,45.61,Month-to-Month,Fiber Optic,410.49,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,547.3199999999999,45.61,547.3199999999999,Developing
382,39,Male,1,64.18,Two-Year,DSL,64.18,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,770.1600000000001,64.18,770.1600000000001,New
383,23,Male,2,102.13,One-Year,No Internet,204.26,No,Yes,1,Expected Range,Expected Range,Under 25,0-6 Months,Premium,1225.56,102.13,1225.56,New
384,39,Female,14,65.29,One-Year,DSL,914.06,Yes,No,0,Expected Range,Expected Range,35-44,13-24 Months,Moderate,783.48,0.0,0.0,Developing
385,37,Male,6,97.57,Month-to-Month,DSL,585.42,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1170.84,97.57,1170.84,New
386,46,Female,36,41.29,Month-to-Month,Fiber Optic,1486.44,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,495.48,41.29,495.48,Established
387,48,Female,0,99.55,Two-Year,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1194.6,99.55,1194.6,New
388,63,Female,9,51.32,Month-to-Month,DSL,461.88,Yes,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Moderate,615.84,51.32,615.84,Developing
389,54,Male,8,90.97,One-Year,DSL,727.76,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,High,1091.6399999999999,90.97,1091.6399999999999,Developing
390,39,Female,0,80.92,Month-to-Month,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,971.04,80.92,971.04,New
391,36,Female,2,113.62,Month-to-Month,Fiber Optic,227.24,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1363.44,113.62,1363.44,New
392,49,Female,10,64.86,Month-to-Month,No Internet,648.6,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Moderate,778.3199999999999,64.86,778.3199999999999,Developing
393,31,Female,13,35.95,One-Year,DSL,467.35,Yes,No,0,Expected Range,Expected Range,25-34,13-24 Months,Low,431.40000000000003,0.0,0.0,Developing
394,63,Female,10,31.72,Two-Year,Fiber Optic,317.2,Yes,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Low,380.64,31.72,380.64,Developing
395,56,Male,15,104.42,Month-to-Month,DSL,1566.3,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Premium,1253.04,104.42,1253.04,Developing
396,40,Female,18,77.23,Month-to-Month,DSL,1390.14,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,High,926.76,77.23,926.76,Developing
397,27,Male,0,99.77,Month-to-Month,Fiber Optic,0.0,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,High,1197.24,99.77,1197.24,New
398,58,Male,12,51.1,One-Year,Fiber Optic,613.2,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Moderate,613.2,51.1,613.2,Developing
399,43,Male,66,61.06,Month-to-Month,No Internet,4029.96,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Moderate,732.72,61.06,732.72,Loyal
400,57,Male,14,32.71,Two-Year,Fiber Optic,457.94,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Low,392.52,32.71,392.52,Developing
401,29,Male,22,116.53,One-Year,Fiber Optic,2563.66,Yes,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Premium,1398.3600000000001,116.53,1398.3600000000001,Developing
402,39,Male,7,90.11,One-Year,Fiber Optic,630.77,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,1081.32,90.11,1081.32,Developing
403,45,Female,29,113.99,Month-to-Month,No Internet,3305.71,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1367.8799999999999,113.99,1367.8799999999999,Established
404,45,Female,29,53.89,Two-Year,DSL,1562.81,Yes,No,0,Expected Range,Expected Range,45-54,25-48 Months,Moderate,646.6800000000001,0.0,0.0,Established
405,40,Female,14,85.03,Month-to-Month,DSL,1190.42,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,High,1020.36,85.03,1020.36,Developing
406,51,Male,74,91.06,Month-to-Month,Fiber Optic,6738.4400000000005,No,Yes,1,Expected Range,Expected Range,45-54,73+ Months,High,1092.72,91.06,1092.72,Loyal
407,34,Male,2,58.58,One-Year,Fiber Optic,117.16,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Moderate,702.96,58.58,702.96,New
408,43,Female,0,106.33,One-Year,DSL,0.0,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1275.96,106.33,1275.96,New
409,46,Male,29,115.24,Month-to-Month,No Internet,3341.96,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1382.8799999999999,115.24,1382.8799999999999,Established
410,50,Male,32,109.64,Month-to-Month,DSL,3508.48,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1315.68,109.64,1315.68,Established
411,52,Female,2,96.52,One-Year,No Internet,193.04,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1158.24,96.52,1158.24,New
412,33,Male,6,54.97,Month-to-Month,DSL,329.82,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Moderate,659.64,54.97,659.64,New
413,29,Female,0,55.35,Two-Year,Fiber Optic,0.0,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Moderate,664.2,55.35,664.2,New
414,57,Female,6,116.7,One-Year,No Internet,700.2,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Premium,1400.4,116.7,1400.4,New
415,48,Male,29,30.93,Month-to-Month,DSL,896.97,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,371.15999999999997,30.93,371.15999999999997,Established
416,37,Male,14,94.44,Month-to-Month,No Internet,1322.16,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,High,1133.28,94.44,1133.28,Developing
417,60,Female,8,93.56,Month-to-Month,Fiber Optic,748.48,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,High,1122.72,93.56,1122.72,Developing
418,46,Male,9,86.04,One-Year,No Internet,774.36,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,High,1032.48,86.04,1032.48,Developing
419,56,Male,0,119.11,One-Year,Fiber Optic,0.0,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Premium,1429.32,119.11,1429.32,New
420,45,Female,7,58.07,Month-to-Month,Fiber Optic,406.49,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Moderate,696.84,58.07,696.84,Developing
421,65,Male,20,60.6,One-Year,DSL,1212.0,Yes,No,0,Expected Range,Expected Range,65+,13-24 Months,Moderate,727.2,0.0,0.0,Developing
422,62,Female,73,37.1,Two-Year,Fiber Optic,2708.3,Yes,No,0,Expected Range,Expected Range,55-64,73+ Months,Low,445.20000000000005,0.0,0.0,Loyal
423,42,Female,37,69.85,Month-to-Month,DSL,2584.45,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Moderate,838.1999999999999,69.85,838.1999999999999,Established
424,54,Male,0,53.49,Two-Year,DSL,0.0,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,641.88,53.49,641.88,New
425,51,Male,45,60.9,Month-to-Month,DSL,2740.5,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Moderate,730.8,60.9,730.8,Established
426,58,Male,30,105.11,Month-to-Month,Fiber Optic,3153.3,Yes,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,Premium,1261.32,105.11,1261.32,Established
427,35,Male,30,114.19,Month-to-Month,No Internet,3425.7,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Premium,1370.28,114.19,1370.28,Established
428,51,Male,12,46.72,Month-to-Month,DSL,560.64,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Low,560.64,46.72,560.64,Developing
429,55,Female,10,63.53,Month-to-Month,DSL,635.3,Yes,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Moderate,762.36,63.53,762.36,Developing
430,27,Male,7,113.58,Month-to-Month,Fiber Optic,795.06,Yes,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Premium,1362.96,113.58,1362.96,Developing
431,33,Female,1,35.56,Two-Year,DSL,35.56,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Low,426.72,35.56,426.72,New
432,24,Female,5,38.31,Two-Year,DSL,191.55,Yes,Yes,1,Expected Range,Expected Range,Under 25,0-6 Months,Low,459.72,38.31,459.72,New
433,42,Female,5,44.65,One-Year,DSL,223.25,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,535.8,44.65,535.8,New
434,52,Female,13,83.57,Month-to-Month,No Internet,1086.41,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,1002.8399999999999,83.57,1002.8399999999999,Developing
435,60,Male,27,43.54,Month-to-Month,No Internet,1175.58,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,Low,522.48,43.54,522.48,Established
436,45,Female,12,117.13,Month-to-Month,Fiber Optic,1405.56,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Premium,1405.56,117.13,1405.56,Developing
437,61,Female,1,70.2,One-Year,Fiber Optic,70.2,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Moderate,842.4000000000001,70.2,842.4000000000001,New
438,31,Male,63,75.14,Two-Year,Fiber Optic,4733.82,Yes,No,0,Expected Range,Expected Range,25-34,49-72 Months,High,901.6800000000001,0.0,0.0,Loyal
439,27,Male,57,52.2,Month-to-Month,Fiber Optic,2975.4,Yes,Yes,1,Expected Range,Expected Range,25-34,49-72 Months,Moderate,626.4000000000001,52.2,626.4000000000001,Loyal
440,44,Female,30,72.39,Month-to-Month,Fiber Optic,2171.7,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Moderate,868.6800000000001,72.39,868.6800000000001,Established
441,48,Male,94,89.57,One-Year,Fiber Optic,8419.58,No,Yes,1,Expected Range,Expected Range,45-54,73+ Months,High,1074.84,89.57,1074.84,Loyal
442,44,Male,15,97.61,Month-to-Month,DSL,1464.15,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,High,1171.32,97.61,1171.32,Developing
443,24,Male,65,97.85,Month-to-Month,DSL,6360.25,Yes,Yes,1,Expected Range,Expected Range,Under 25,49-72 Months,High,1174.1999999999998,97.85,1174.1999999999998,Loyal
444,44,Male,1,82.01,One-Year,Fiber Optic,82.01,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,984.1200000000001,82.01,984.1200000000001,New
445,31,Female,9,111.39,One-Year,No Internet,1002.51,No,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Premium,1336.68,111.39,1336.68,Developing
446,51,Female,5,103.57,Month-to-Month,Fiber Optic,517.8499999999999,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1242.84,103.57,1242.84,New
447,48,Female,4,98.13,Month-to-Month,No Internet,392.52,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1177.56,98.13,1177.56,New
448,35,Male,3,35.0,Two-Year,No Internet,105.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,420.0,35.0,420.0,New
449,39,Male,19,30.62,Month-to-Month,DSL,581.78,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Low,367.44,30.62,367.44,Developing
450,34,Female,30,49.12,Month-to-Month,Fiber Optic,1473.6,No,Yes,1,Expected Range,Expected Range,25-34,25-48 Months,Low,589.4399999999999,49.12,589.4399999999999,Established
451,44,Male,17,89.72,Month-to-Month,Fiber Optic,1525.24,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,High,1076.6399999999999,89.72,1076.6399999999999,Developing
452,54,Male,3,67.01,Month-to-Month,No Internet,201.03000000000003,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,804.1200000000001,67.01,804.1200000000001,New
453,35,Female,33,66.22,Month-to-Month,No Internet,2185.26,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Moderate,794.64,66.22,794.64,Established
454,50,Male,20,109.61,Two-Year,Fiber Optic,2192.2,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1315.32,109.61,1315.32,Developing
455,39,Female,9,110.6,Month-to-Month,DSL,995.4,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Premium,1327.1999999999998,110.6,1327.1999999999998,Developing
456,37,Male,22,111.83,Month-to-Month,No Internet,2460.26,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1341.96,111.83,1341.96,Developing
457,43,Male,6,58.25,One-Year,DSL,349.5,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,699.0,58.25,699.0,New
458,34,Male,8,92.2,One-Year,No Internet,737.6,No,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,High,1106.4,92.2,1106.4,Developing
459,39,Female,49,54.45,Two-Year,No Internet,2668.05,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Moderate,653.4000000000001,54.45,653.4000000000001,Loyal
460,33,Female,6,47.15,Two-Year,Fiber Optic,282.9,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Low,565.8,47.15,565.8,New
461,64,Female,12,46.62,Month-to-Month,Fiber Optic,559.4399999999999,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Low,559.4399999999999,46.62,559.4399999999999,Developing
462,45,Female,44,60.79,One-Year,Fiber Optic,2674.76,Yes,No,0,Expected Range,Expected Range,45-54,25-48 Months,Moderate,729.48,0.0,0.0,Established
463,38,Male,24,68.7,Month-to-Month,Fiber Optic,1648.8000000000002,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Moderate,824.4000000000001,68.7,824.4000000000001,Developing
464,47,Female,1,104.79,Two-Year,Fiber Optic,104.79,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1257.48,104.79,1257.48,New
465,43,Male,3,40.79,Month-to-Month,No Internet,122.37,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,489.48,40.79,489.48,New
466,42,Female,0,96.14,Two-Year,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1153.68,96.14,1153.68,New
467,51,Male,19,77.83,One-Year,No Internet,1478.77,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,933.96,77.83,933.96,Developing
468,52,Female,11,55.92,Month-to-Month,DSL,615.12,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Moderate,671.04,55.92,671.04,Developing
469,39,Male,2,74.35,One-Year,No Internet,148.7,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,892.1999999999999,74.35,892.1999999999999,New
470,39,Male,63,56.99,Two-Year,No Internet,3590.3700000000003,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Moderate,683.88,56.99,683.88,Loyal
471,42,Female,15,83.65,Two-Year,DSL,1254.75,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,High,1003.8000000000001,83.65,1003.8000000000001,Developing
472,21,Male,5,69.05,Month-to-Month,DSL,345.25,Yes,Yes,1,Expected Range,Expected Range,Under 25,0-6 Months,Moderate,828.5999999999999,69.05,828.5999999999999,New
473,29,Male,13,44.8,One-Year,DSL,582.4,No,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Low,537.5999999999999,44.8,537.5999999999999,Developing
474,58,Male,22,40.49,Month-to-Month,No Internet,890.7800000000001,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Low,485.88,40.49,485.88,Developing
475,61,Male,1,79.2,Month-to-Month,Fiber Optic,79.2,Yes,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,High,950.4000000000001,79.2,950.4000000000001,New
476,42,Female,6,111.22,Month-to-Month,No Internet,667.3199999999999,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1334.6399999999999,111.22,1334.6399999999999,New
477,50,Female,32,60.96,Month-to-Month,DSL,1950.72,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Moderate,731.52,60.96,731.52,Established
478,48,Female,12,95.97,Two-Year,No Internet,1151.64,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,High,1151.6399999999999,95.97,1151.6399999999999,Developing
479,75,Female,15,89.28,Month-to-Month,DSL,1339.2,Yes,Yes,1,Expected Range,Expected Range,65+,13-24 Months,High,1071.3600000000001,89.28,1071.3600000000001,Developing
480,56,Male,11,113.84,Two-Year,Fiber Optic,1252.24,Yes,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Premium,1366.08,113.84,1366.08,Developing
481,43,Female,0,103.89,Month-to-Month,Fiber Optic,0.0,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1246.68,103.89,1246.68,New
482,35,Male,3,80.99,Month-to-Month,DSL,242.96999999999997,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,971.8799999999999,80.99,971.8799999999999,New
483,28,Male,11,89.13,Month-to-Month,No Internet,980.43,No,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,High,1069.56,89.13,1069.56,Developing
484,47,Female,4,110.85,Month-to-Month,DSL,443.4,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1330.1999999999998,110.85,1330.1999999999998,New
485,37,Male,1,65.96,Month-to-Month,Fiber Optic,65.96,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,791.52,65.96,791.52,New
486,30,Female,37,59.41,Month-to-Month,Fiber Optic,2198.17,Yes,Yes,1,Expected Range,Expected Range,25-34,25-48 Months,Moderate,712.92,59.41,712.92,Established
487,38,Male,79,30.97,One-Year,Fiber Optic,2446.63,Yes,No,0,Expected Range,Expected Range,35-44,73+ Months,Low,371.64,0.0,0.0,Loyal
488,34,Female,31,104.39,Month-to-Month,DSL,3236.09,Yes,Yes,1,Expected Range,Expected Range,25-34,25-48 Months,Premium,1252.68,104.39,1252.68,Established
489,61,Female,38,102.09,Month-to-Month,DSL,3879.42,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,Premium,1225.08,102.09,1225.08,Established
490,53,Female,5,39.4,Month-to-Month,No Internet,197.0,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,472.79999999999995,39.4,472.79999999999995,New
491,44,Female,64,81.92,Two-Year,DSL,5242.88,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,High,983.04,81.92,983.04,Loyal
